Team,Number,Player,Position,Height,Goals,Assists,Ds,Turnovers,Division
Underground,27,Anne Silver,,,4,2,,,Women
Underground,28,Nora Carr,,,5,4,,,Women
Underground,31,Ikran Elmi,,,,2,,,Women
Underground,32,Michaela Fallon,,,,,,,Women
Underground,33,Catherine (Cate) Roscoe,,"5'5""",3,2,,,Women
Underground,42,Madeline Stephenson,,"6'0""",,1,,,Women
Underground,45,Alyssa Kelly,,"5'7""",2,2,,,Women
Underground,47,Amanda Kostic,,,1,3,,,Women
Underground,51,Kate Dusenbury,,,1,1,,,Women
Underground,77,Taylor Hartman,,"5'4""",,,,,Women
Underground,89,Sophia Scofield-Selby,,"5'4""",3,,,,Women
AMP,,Nick Purifico,,,,,,,Mixed
AMP,0,Nick Spiva,,,11,32,12,25,Mixed
AMP,1,Robert Roos,,,18,19,6,8,Mixed
AMP,2,Matt Zumbrum,,,,2,2,8,Mixed
AMP,4,Raha Mozaffari,,,9,11,4,14,Mixed
AMP,5,Michael Panna,,"5'9""",11,4,3,12,Mixed
AMP,6,Kelsey Devlin,,,4,4,,9,Mixed
AMP,7,Steve Rosso,,"5'11""",15,6,2,5,Mixed
AMP,8,Luke Ryan,,"6'2""",15,10,12,8,Mixed
AMP,9,Andrea Desabato,,,1,4,2,6,Mixed
AMP,10,Spencer Deroos,,"5'10""",7,5,3,9,Mixed
AMP,11,Ryan Flamberg,,,9,,6,3,Mixed
AMP,12,Malti McKinnon,,,3,3,2,5,Mixed
AMP,13,Nico Lake,,"5'11""",12,18,5,11,Mixed
AMP,16,Richard Robinson,,,5,2,3,8,Mixed
AMP,17,Stephen Ng,,"5'7""",3,8,4,8,Mixed
AMP,18,Emily Shields,,,20,6,1,3,Mixed
AMP,19,Anna Thompson,,"5'3""",5,5,1,2,Mixed
AMP,20,Ben Pelleg,,,7,19,5,8,Mixed
AMP,21,Linda Morse,,"5'10""",24,9,5,9,Mixed
AMP,22,Allysha Dixon,,"5'3""",,,,,Mixed
AMP,23,Natalie Bova,,,9,5,8,6,Mixed
AMP,24,Danielle Walsh,,,1,3,1,3,Mixed
AMP,27,Yuge Xiao,,,5,,3,,Mixed
AMP,33,Calvin Trisolini,,"6'1""",5,16,2,11,Mixed
AMP,36,Carolyn Normile,,"5'3""",16,16,3,17,Mixed
AMP,44,Max Charles,,"5'6""",4,4,3,4,Mixed
AMP,79,Michael Ing,,,,,,,Mixed
AMP,81,Sean Mott,,,28,17,7,13,Mixed
AMP,99,Eric Nardelli,,"6'0""",4,4,4,2,Mixed
Seattle Mixtape,0,Abbie Abramovich,Deep,,2,2,1,3,Mixed
Seattle Mixtape,0,Mark Burton,Cutter,,14,46,4,30,Mixed
Seattle Mixtape,0,Ellen Goldberg,,"5'10""",19,7,6,14,Mixed
Seattle Mixtape,0,Casey Ikeda,Handler,,1,4,1,2,Mixed
Seattle Mixtape,0,Arianne Lozano,Defense (Cutter),"5'5""",11,6,5,13,Mixed
Seattle Mixtape,1,Donald Clark,Mid,"5'11""",6,4,4,7,Mixed
Seattle Mixtape,3,Cam Bailey,Deep,,5,15,6,12,Mixed
Seattle Mixtape,4,Jesse Bolton,,,8,8,3,17,Mixed
Seattle Mixtape,4,Zhi Chen,Defense (Handler),"1'0""",11,7,6,17,Mixed
Seattle Mixtape,6,Kahyee Fong,Deep,,7,4,1,4,Mixed
Seattle Mixtape,8,Meagan Kapostasy,Defense (Cutter),,,2,3,1,Mixed
Seattle Mixtape,9,Jennifer Cogburn,Deep,,,,,,Mixed
Seattle Mixtape,10,Lexi Garrity,Defense (Cutter),"5'6""",18,,7,10,Mixed
Seattle Mixtape,11,Bert Abbott,Defense (Handler),"5'6""",5,6,4,16,Mixed
Seattle Mixtape,12,Brad Houser,Mid,,29,29,8,25,Mixed
Seattle Mixtape,14,Reed Hendrickson,Dump,,11,5,12,4,Mixed
Seattle Mixtape,15,Drew Johnson,,"5'8""",,,,,Mixed
Seattle Mixtape,19,Cole Johnson,,,,,,4,Mixed
Seattle Mixtape,20,Grace Noah,Mid,"5'6""",3,3,2,16,Mixed
Seattle Mixtape,22,Evan Klein,Defense (Cutter),,8,23,5,12,Mixed
Seattle Mixtape,23,Nicola Bruce,Deep,"5'1""",3,1,,3,Mixed
Seattle Mixtape,24,Alex Duffel,Defense (Handler),,5,1,2,10,Mixed
Seattle Mixtape,27,Dominic Cavalero,Defense (Handler),,7,7,6,8,Mixed
Seattle Mixtape,28,Claire Revere,,"5'5""",15,14,4,7,Mixed
Seattle Mixtape,31,Henry Phan,Defense (Handler),,1,,,,Mixed
Seattle Mixtape,32,Emily Smith-Wilson,Mid,,10,3,8,4,Mixed
Seattle Mixtape,34,Brian Stout,Dump,"6'4""",18,10,2,10,Mixed
Seattle Mixtape,50,Nicholas Dare,Handler,"6'1""",2,5,2,8,Mixed
Seattle Mixtape,58,Paige Kercher,Handler,"5'6""",6,10,,11,Mixed
Seattle Mixtape,81,Lani Nguyen,Handler/Cutter,"5'3""",18,6,1,7,Mixed
Seattle Mixtape,99,Khalif El-Salaam,Defense (Cutter),,22,23,21,17,Mixed
Drag'n Thrust,,Jessica Haller,,"5'5""",1,,2,,Mixed
Drag'n Thrust,,Benjamin Longchamp,,"1'0""",,,,,Mixed
Drag'n Thrust,0,Alicia Carr,,"5'6""",3,5,1,7,Mixed
Drag'n Thrust,2,Brett Sullivan,,,,2,,1,Mixed
Drag'n Thrust,3,Patrick Niles,,,1,8,1,8,Mixed
Drag'n Thrust,4,Erica Baken,,,10,22,12,20,Mixed
Drag'n Thrust,5,Greta Regan,,,3,3,,7,Mixed
Drag'n Thrust,7,Blake Trantina,,"1'0""",16,4,8,3,Mixed
Drag'n Thrust,8,Claire Oakley,,,6,3,,9,Mixed
Drag'n Thrust,9,Emily Regan,,,17,5,5,9,Mixed
Drag'n Thrust,10,Martha Lien,,"5'2""",7,5,1,7,Mixed
Drag'n Thrust,11,Jonah Malenfant,,"6'2""",,,,,Mixed
Drag'n Thrust,12,Marty Adams,,,36,10,13,14,Mixed
Drag'n Thrust,13,Jacob Lien,,"5'11""",8,20,12,15,Mixed
Drag'n Thrust,14,Austin Lien,,"5'8""",8,31,1,22,Mixed
Drag'n Thrust,16,Brian Schoenrock,,"6'1""",36,14,13,7,Mixed
Drag'n Thrust,17,James Hron,,,21,13,4,1,Mixed
Drag'n Thrust,18,Ellie Sjordal,,"5'4""",2,4,2,8,Mixed
Drag'n Thrust,19,Tavis Leighton,,,10,9,10,6,Mixed
Drag'n Thrust,20,Neal Hanke,,,12,16,12,16,Mixed
Drag'n Thrust,21,Tyler Thomegreene,,,4,13,5,8,Mixed
Drag'n Thrust,22,Kathryn Ritzmann,,,13,18,11,12,Mixed
Drag'n Thrust,25,Eva Maxson,,,3,3,,4,Mixed
Drag'n Thrust,31,Josh Hemmesch,,,7,5,1,3,Mixed
Drag'n Thrust,33,Jaime Glader,,"5'1""",12,10,6,6,Mixed
Drag'n Thrust,37,Sierra Barthen,,,7,5,,7,Mixed
Drag'n Thrust,43,Bryan Vohnoutka,,,10,12,6,9,Mixed
Drag'n Thrust,44,Sarah Meckstroth,,"5'8""",33,44,23,24,Mixed
Drag'n Thrust,49,Caleb Denecour,,"5'9""",24,14,12,11,Mixed
Drag'n Thrust,55,Charlie Schuweiler,,"5'8""",2,17,3,12,Mixed
Drag'n Thrust,92,Sarah Espinoza,,,3,1,,1,Mixed
Drag'n Thrust,99,Adam Meckstroth,,"6'2""",4,3,,2,Mixed
Space Heater,0,Georgia Bosscher,,,5,6,1,8,Mixed
Space Heater,0,David Boylan-Kolchin,,"6'1""",3,2,2,1,Mixed
Space Heater,0,Crystal Davis,,,3,1,2,1,Mixed
Space Heater,0,Beau De Koninck,,,,,,,Mixed
Space Heater,0,Claire Desmond,,,4,5,,4,Mixed
Space Heater,0,Jenny Fey,,,9,7,,5,Mixed
Space Heater,0,Joe Freund,,,4,3,1,6,Mixed
Space Heater,0,Rachel Hess,,,,1,1,,Mixed
Space Heater,0,Sammy Kees Humes,,"5'11""",,,,,Mixed
Space Heater,0,Kelly Hyland,,,6,4,,4,Mixed
Space Heater,0,Cody Johnston,,"6'0""",,2,,1,Mixed
Space Heater,0,Sandra Jorgensen,,,7,2,3,4,Mixed
Space Heater,0,Kyle Khalifa,,,6,2,2,2,Mixed
Space Heater,0,Alan Kolick,,,3,9,5,2,Mixed
Space Heater,0,Allison Maddux,,,,,1,2,Mixed
Space Heater,0,Jonny Malks,,"5'11""",,,,,Mixed
Space Heater,0,Anthony McLean,,"6'1""",4,1,1,5,Mixed
Space Heater,0,Ryan Nam,,,3,,,,Mixed
Space Heater,0,Zachary Norrbom,,"5'8""",7,6,1,4,Mixed
Space Heater,0,Adam Raty,,,,2,,1,Mixed
Space Heater,0,Erik Salmi,,"5'11""",,2,,,Mixed
Space Heater,0,Katherine Sanz,,,,,,2,Mixed
Space Heater,0,Patrick Shriwise,,,2,8,1,6,Mixed
Space Heater,0,Theodore Sither,,,3,7,,1,Mixed
Space Heater,0,Christine Valvo,,,1,,1,,Mixed
Space Heater,0,Fred Wolf,,"6'3""",,,,,Mixed
Space Heater,0,Shino Yoshen,,,,,1,3,Mixed
BFG,,Leah Bar-On Simmons,,,4,1,5,4,Mixed
BFG,,Sarah Benditt,,,7,4,,5,Mixed
BFG,,Julia Bladin,,,4,4,2,4,Mixed
BFG,,Kerry Chang,,,11,9,2,5,Mixed
BFG,,David Hunzicker,,,,,,,Mixed
BFG,,Rena Kawabata,,"5'5""",4,6,1,3,Mixed
BFG,,Kieran Kelly,,"6'2""",4,4,,,Mixed
BFG,,Mario O'Brien,,,3,16,3,10,Mixed
BFG,,Samuel Pickel,,,2,11,3,9,Mixed
BFG,,Bryson Simon Fox,,,14,5,8,11,Mixed
BFG,,Lindsay Simon Fox,,,25,4,5,5,Mixed
BFG,,Mia Smucny,,,3,1,,1,Mixed
BFG,,Kyle Terriere,,"6'0""",8,4,6,2,Mixed
BFG,0,Andrea Coleman,,,3,2,2,5,Mixed
BFG,0,Lili Gu,,,,1,,3,Mixed
BFG,0,Jimmy Hooper,,"1'0""",1,6,2,6,Mixed
BFG,0,Alexa Kirkland,,,12,4,1,9,Mixed
BFG,0,Tommy Li,,,6,17,7,13,Mixed
BFG,0,Aaron Richards,,,1,1,6,5,Mixed
BFG,4,Andrew Hagen,,,5,5,5,5,Mixed
BFG,5,Kate Kingery,,,7,3,,1,Mixed
BFG,10,Adam Simon,,,3,37,2,18,Mixed
BFG,11,Austin Barden,,"6'1""",7,7,1,2,Mixed
BFG,23,Linnea Soo,Defense (Cutter),"5'4""",7,1,2,3,Mixed
BFG,27,Jeffrey Pape,,"1'6""",8,16,3,14,Mixed
BFG,32,Alissa Soo,,,12,1,11,6,Mixed
BFG,33,Anna Maria Pape,,,3,,,1,Mixed
BFG,44,Stephen Gussin,,,6,4,5,3,Mixed
BFG,66,Crystal Koo,,,3,5,,4,Mixed
BFG,98,Aldous Root,Dump,"5'3""",7,6,1,2,Mixed
Snake Country,11,Anna Beddor,Defense (Cutter/Handler),"5'5""",1,,1,,Mixed
Snake Country,11,Anna Chute,Handler/Cutter,,,,,,Mixed
Snake Country,11,Kimberly Culpan,Handler/Cutter,"5'9""",7,2,1,1,Mixed
Snake Country,11,David Ferraro,Defense (Cutter/Handler),"5'11""",4,2,3,2,Mixed
Snake Country,11,Annie Fisher,Defense (Cutter/Handler),,4,,2,,Mixed
Snake Country,11,Kendra Frederick,Handler/Cutter,,,,,,Mixed
Snake Country,11,Brian Garcia,Handler/Cutter,,1,12,1,9,Mixed
Snake Country,11,Daniel Glatt,Defense (Cutter/Handler),,2,4,1,3,Mixed
Snake Country,11,Connor Hanify,Defense (Cutter/Handler),,,,,,Mixed
Snake Country,11,Karoline Hart,Defense (Cutter/Handler),,3,,,1,Mixed
Snake Country,11,Sarah Hemphill,Defense (Cutter/Handler),,,,,,Mixed
Snake Country,11,Jake Herman,Defense (Cutter/Handler),,1,1,,1,Mixed
Snake Country,11,Misha Herscu,Defense (Cutter/Handler),,,1,,3,Mixed
Snake Country,11,Jonathan Hirschberger,Defense (Cutter/Handler),,2,1,,4,Mixed
Snake Country,11,Isabel Jamerson,Defense (Cutter/Handler),,,,,,Mixed
Snake Country,11,Nina Job,Handler/Cutter,,,,,,Mixed
Snake Country,11,Sam Kittross-Schnell,Defense (Cutter/Handler),,,,,,Mixed
Snake Country,11,Chelsea Leeder,Handler/Cutter,"5'8""",4,,,2,Mixed
Snake Country,11,Ryan Levins,Handler/Cutter,"6'3""",,,,,Mixed
Snake Country,11,Kirsten Lundquist,Defense (Cutter/Handler),,2,1,3,2,Mixed
Snake Country,11,Auralyn Mackenzie,Handler/Cutter,,,,1,5,Mixed
Snake Country,11,Kaelin Mackey,Defense (Cutter/Handler),,,,,,Mixed
Snake Country,11,Piers MacNaughton,Handler/Cutter,,8,4,2,1,Mixed
Snake Country,11,Peter Prial,Handler/Cutter,"6'3""",10,12,4,3,Mixed
Snake Country,11,Jamie Quella,Defense (Cutter/Handler),"6'0""",1,8,5,4,Mixed
Snake Country,11,Erin Rea,Defense (Cutter/Handler),,,1,1,,Mixed
Snake Country,11,Laura Rea,Defense (Cutter/Handler),,,,,,Mixed
Snake Country,11,David Reshef,Handler/Cutter,"5'10""",,,,,Mixed
Snake Country,11,Charlie Roberts,Handler/Cutter,,,,1,,Mixed
Snake Country,11,Jon Stone,Defense (Cutter/Handler),"6'0""",,,,,Mixed
Snake Country,11,Jacob Taylor,Handler/Cutter,,3,8,1,5,Mixed
Snake Country,11,Sophia Vargas,Handler/Cutter,"5'6""",,,,,Mixed
Snake Country,11,Christopher Waite,Defense (Cutter/Handler),"1'0""",,5,1,7,Mixed
Snake Country,11,Davis Whitehead,Defense (Cutter/Handler),,8,2,1,1,Mixed
Snake Country,11,Jesse Wolf,Defense (Cutter/Handler),"5'9""",,,,1,Mixed
Snake Country,11,Nellie Wood,Defense (Cutter/Handler),,,,,,Mixed
Snake Country,11,Alexi Zalk,Handler/Cutter,,7,3,4,2,Mixed
Blackbird,,Donnya Ajdari,,"5'5""",3,1,,,Mixed
Blackbird,,Vivian Chu,,"5'4""",1,2,,2,Mixed
Blackbird,,Molly Hallweaver,,,,,3,5,Mixed
Blackbird,,Trevor Harper,,"5'11""",1,1,1,1,Mixed
Blackbird,,Rachel Holz,,,1,2,,,Mixed
Blackbird,,David Libo-on,,"5'8""",,,,,Mixed
Blackbird,,Jacob Lohman,,,1,,1,2,Mixed
Blackbird,,Raj Maitra,,,1,,,,Mixed
Blackbird,,Danny Miesen,,"5'11""",6,9,4,3,Mixed
Blackbird,,Alexandra Stambaugh,,,1,1,1,1,Mixed
Blackbird,,Steve Sullivan,,,5,3,1,1,Mixed
Blackbird,,Julia Ting,,,,1,,2,Mixed
Blackbird,,Max Udsen,,,2,1,1,,Mixed
Blackbird,0,Kara Hammer,,,4,1,1,6,Mixed
Blackbird,0,Laura Moore,,,1,1,1,1,Mixed
Blackbird,2,Corey Lee,,,,2,,3,Mixed
Blackbird,7,Malina Wiebe,,,13,1,2,6,Mixed
Blackbird,9,Adam Farren,,"6'0""",2,2,1,3,Mixed
Blackbird,11,Barrs Lang,,,6,5,5,6,Mixed
Blackbird,13,Sally Mimms,,,2,5,1,1,Mixed
Blackbird,16,Vincenzo Vitiello,,"5'10""",13,8,6,6,Mixed
Blackbird,17,John Kolb,,,5,10,,2,Mixed
Blackbird,19,Ryo Kawaoka,,,7,13,1,6,Mixed
Blackbird,20,Briana Cahn,,,8,6,2,1,Mixed
Blackbird,30,Megan Schoellhamer,,"5'6""",11,2,,2,Mixed
Blackbird,40,Mac Taylor,,,14,38,4,22,Mixed
Love Tractor,0,Hallie Dunham,,"5'5""",,2,,6,Mixed
Love Tractor,0,Hilary Egan,,"5'2""",3,11,1,11,Mixed
Love Tractor,0,Robin Fassett-Carman,,,2,4,2,2,Mixed
Love Tractor,0,Dorothe Franklin,,"1'0""",2,7,3,7,Mixed
Love Tractor,0,Geoa Geer,,,,,,,Mixed
Love Tractor,0,Frances Gellert,,"5'8""",8,7,2,7,Mixed
Love Tractor,0,Peter Gleason,,"1'0""",12,12,,6,Mixed
Love Tractor,0,Matt Gleason,,,,,,,Mixed
Love Tractor,0,Eric Hubbard,,"5'11""",,,,,Mixed
Love Tractor,0,Dominic Lopez,,,6,1,,4,Mixed
Love Tractor,0,Michael Lun,,,,,1,,Mixed
Love Tractor,0,Christina Mickle,,"5'8""",,,,,Mixed
Love Tractor,0,Maria Miller,,,3,,3,5,Mixed
Love Tractor,0,Zachary Nager,,"6'0""",15,4,4,4,Mixed
Love Tractor,0,Jesse Roehm,,,8,7,6,7,Mixed
Love Tractor,0,Steve Schwab,,"6'0""",2,1,1,1,Mixed
Love Tractor,0,Hilary Walker,,,16,6,2,2,Mixed
Love Tractor,4,David Protter,,"5'9""",6,2,3,5,Mixed
Love Tractor,5,Jack (John) McShane,,,13,29,3,19,Mixed
Love Tractor,9,James Cantwell,,"1'0""",4,8,1,5,Mixed
Love Tractor,11,Megan Henderson,,,11,6,,4,Mixed
Love Tractor,13,Christine Kamin,,"1'0""",1,,,1,Mixed
Love Tractor,19,Garrett Moulder,,,5,13,6,6,Mixed
Love Tractor,23,Camden Kittredge,,,3,1,1,1,Mixed
Love Tractor,33,David Kamin,,,4,3,,,Mixed
Love Tractor,35,Kate Pearson,,,10,2,,1,Mixed
Love Tractor,88,Kirsten Fahlbusch,,"5'6""",,2,1,6,Mixed
Love Tractor,91,Matthew Zemel,,,5,3,1,6,Mixed
